RAJ2000,DEJ2000,cst,type
295.41589805555554,16.4576378,AQL,I
296.4173986111111,16.4686394,AQL,I
297.4188136111111,16.4795456,AQL,I
298.4204294444444,16.4903603,AQL,I
298.9211655555555,16.4957294,AQL,O
298.926,16.0790844,AQL,O
299.9276444444444,16.0897484,AQL,I
300.9293744444444,16.1003094,AQL,I
301.9309619444444,16.1107616,AQL,I
302.93280611111106,16.1211071,AQL,I
303.5589975,16.1275158,AQL,O
303.569985,15.1275721,AQL,I
303.58088555555554,14.1276274,AQL,I
303.59167055555554,13.1276827,AQL,I
303.60237138888886,12.127737,AQL,I
303.6130138888889,11.1277914,AQL,I
303.62357111111106,10.1278458,AQL,I
303.6340711111111,9.1278992,AQL,I
303.63667499999997,8.8779116,AQL,O
304.6375186111111,8.8880606,AQL,I
305.63856138888883,8.8980923,AQL,I
306.0139561111111,8.901824,AQL,O
306.02408388888887,7.9018745,AQL,I
306.0341836111111,6.9019241,AQL,I
